artistName,tag1,tag2,tag3
Static & Ben El,pop,israeli,Israel
Fantasía Infantil,
Cacho Castaña,tango,argentina,rioplatense
50 Cent,rap,Hip-Hop,Gangsta Rap
Gustavo Cordera,rock,violin,rock nacional
Guns N' Roses,hard rock,rock,classic rock
Sten Hammarlund,
Stephen Sanchez,folk,singer-songwriter,indie pop
Howard Shore,Soundtrack,instrumental,Classical
Weezer,alternative rock,rock,alternative
Stone Temple Pilots,Grunge,alternative rock,rock
Minorie HD,
Nino Bravo,spanish,spain,spanish pop
Taylor Louderman,
Renée Elise Goldsberry,soul,Hip-Hop,rnb
Salve,
Yot Club,Lo-Fi,indie,dream pop
rusowsky,rnb,pop,spanish
Jenifer Lewis,soul,Soundtrack,female vocalists
Faith No More,alternative rock,rock,alternative
Hillsong en Español,spanish,spanish christian
Anda Calabaza,
Scott Irby-Ranniar,Broadway,Scott Irby-Ranniar
Victor Russo,
Delaossa,rap,hip hop,spanish
Tempo,Reggaeton,rap,german
Michelle Williams,rnb,soul,female vocalists
Rob Base & DJ EZ Rock,Hip-Hop,rap,hip hop
Pentatonix,a cappella,pop,futuristic
DobleP,cumbia,rkt
Oscu,bald,white rapper,pelado
Árbol,argentina,rock,Rock Argentino
The Allegorist,ambient,experimental,dark ambient
Briston Maroney,indie rock,singer-songwriter,american
João Bosco & Vinícius,sertanejo,Sertanejo Universitario,musica brasileira
Trevor Daniel,pop,rnb,Hip-Hop
Ami Rodriguezz,
Tian vck,
Noelia,pop,latin,latin pop
Dormun,
Dozy Sounds,nature sounds
Eugene Lambert,jazz
Jordi Doncos,Disney
Kuwada,chillout,soul,american
Langhorne Slim,folk,singer-songwriter,Alt-country
Chrome Details Noise,
Albert Hammond Jr,indie,indie rock,singer-songwriter
DEKKO,Drum and bass,eurodance,ambient
Mario Luis,cumbia,argentina,cumbia colombiana
RoEnLaRed,
Melendi,spanish,pop,Flamenco
Peggy Lee (performer), Oliver Wallace (comductor), Walt Disney Studio Orchestra,
Bill Lee,oldies,All,jazz
B.J. Thomas,pop,oldies,60s
Nicki Minaj,Hip-Hop,rap,rnb
Cauty,latin,dancehall,puerto rico
Jack White,rock,blues,singer-songwriter
Las Pelotas,Rock Argentino,rock,argentina
Galantis,House,electronic,dance
Verzache,Canadian,canada,indie
Paolo Nutini,singer-songwriter,indie,Scottish
Taekoma,
LF SYSTEM,electronic,funk,dance
Judah & the Lion,folk,american,bluegrass
DJ Chino,philippines
High Res Lo Fi,
Melodyia Music,
Evan Craft,rock,alternative,alternative rock
Joy Crookes,soul,female vocalists,indie
Amy Macdonald,female vocalists,singer-songwriter,indie
Olvidate!,latin pop,uruguayan,uruguayo
Swedish House Mafia,House,electronic,dance
Limelight Sound,House
Duo Tiempo de Sol,
Def Leppard,hard rock,classic rock,rock
Poison Kid,
Mazapán,infantil,folk,mazapan
Bankrol Hayden,rap,Hip-Hop,trap
Nessa Barrett,pop,my top songs,electropop
Sebaa Maza,
Felix Jaehn,House,electronic,german
Fanfarria Militar "Alto Perú"del Regimiento de Granaderos a Caballo "General San Martin",
Focus Finders,
The Libertines,indie rock,british,indie
Glass Animals,electronic,trip-hop,indie
Aitana,spanish,pop,spain
Peaceful Me,white noise
Henry Salomon y su Orquesta,
Kool & The Gang,funk,soul,Disco
AKRMX,
Nick Drake,folk,singer-songwriter,acoustic
Meat Puppets,Grunge,alternative rock,alternative
Mc Talibã,MC 3L,
Riddim,reggae,reggae argentino,latin reggae
Pim Miles,
Ben Fankhauser,musical,Musical theatre,Broadway
April Towers,synthpop,electropop,british
Big Apple,Fat Fuck,Reggaeton,tucuman
YSY A,trap argentino,UK Drill,trap
Travis Cottrell,praise & worship,worship,christian
Arlissa,pop,alternative,rnb
Young Nudy,rap,trap,Hip-Hop
Marcos Brunet,Cristiano,gospel
Sara Paula Gómez Arias,
Companhia do Pagode,All,brazilian music,musica brasileira
Piso 21,latin,Reggaeton,All
Koala Mix,
Vazer,mashup,electronic,Peru
Foals,indie,math rock,indie rock
Timbalada,Axe,samba,brasil
Loren Allred,Soundtrack,the voice,covers
Dayglow,indie,indie pop,indie rock
Johny y sus amigo,
Karmatico,under 2000 listeners
RBD,pop,latin,latin pop
Cast of Mamma Mia! The Movie,pop,Soundtrack,united kindom
Lilly Almberg,
Ahava,ahava3,ahava,the prince of the sun
Deer Models,
Nicho Hinojosa,trova,All,acoustic
Bernie Taupin,
Cumbia rocha,
Ike & Tina Turner,soul,rhythm and blues,blues
Tonyjay,
Shan Ako,female soul vocalists,United Kingdom,The X Factor UK 2018
Neven,hardcore,electronic,electro
Joji,Lo-Fi,rnb,Hip-Hop
WWE,wrestling,metal,rock
Corella,indie rock,indie,british
Aventura,bachata,latin,spanish
Keala Settle,musical,Soundtrack,Broadway
Adam Abrams,
Yng Lvcas,Reggaeton,rap,Hip-Hop
aLee DJ,
Talk Talk,new wave,post-rock,80s
Pablo Perea,
The Drums,indie,indie rock,indie pop
Los Charros,cumbia,tropical,Cumbias
Salvapantallas,acoustic,latin,indie pop
Icona Pop,electronic,electropop,swedish
Wilo D New,dembow,Dominican
Tame Impala,Psychedelic Rock,psychedelic,indie rock
Dream Son,
The Original Broadway Cast Of School Of Rock,musical,american,Broadway
U2,rock,classic rock,irish
Donovan,folk,singer-songwriter,60s
Ambrosia,soft rock,classic rock,Progressive rock
Dreams on Ivories,
Elliphant,electronic,synthpop,swedish
Agorazein,rap,hip hop,spanish
dukito,
Bardero$,MDB,Homer el Mero Mero,boom bap
Jerry Velázquez,
Carmen Consoli,italian,singer-songwriter,female vocalists
R3HAB,House,dance,electronic
Mr. Big,hard rock,rock,classic rock
Che Lingo,rap,hip hop,Grime
Los Cafres,reggae,argentina,spanish
Alemán,rap,Hip-Hop,urban
The Proclaimers,Scottish,rock,folk
Cherub,electronic,indie,pop
TWENTY SIX,House,electronic,techno
Phil Wickham,christian,worship,christian rock
BCCF,
Jhené Aiko,rnb,soul,pop
Don McLean,folk,classic rock,singer-songwriter
Alphaville,synthpop,new wave,80s
Maria Becerra,Reggaeton,argentina,dancehall
Troy,pop,zac efron,Disney
Mori Desu,japan,japanese
Beyoncé,rnb,pop,female vocalists
Cris Mj,new wave,Hip-Hop,chile
Hannah Trigwell,acoustic,female vocalists,singer-songwriter
Jeff de Bruz,chillout,synthpop,retrowave
Edward Jefferson,piano,jazz
Casiio,Lo-Fi,instrumental hip-hop,instrumental
Stealth,Drum and bass,punk rock,speed metal
Jessi Corti,
Grupo Frontera,Norteno,latin,rnb
Rage Against The Machine,alternative rock,rock,alternative
The Manatees,Sludge,Post-Metal,drone
Los Lobos,rock,latin,tex-mex
El Purre,
Camilo Séptimo,mexico,All,indie
The Raveonettes,indie rock,indie,danish
Dudu Braga,folk,brazil,male vocalists
Tate McRae,pop,my top songs,Canadian
Hermetica,thrash metal,heavy metal,argentina
The xx,indie,electronic,post-punk
Karina,pop,female vocalists,rnb
Lele Pons,latin,Reggaeton,Venezolana
JHAYCO,Reggaeton,rap,latin
Millonario & W. Corona,mexico,Hip-Hop,rap
Solar Body,
Twenty One Pilots,electronic,alternative,rap
Europe,hard rock,rock,classic rock
Céline Dion,pop,female vocalists,Canadian
Manuel Luces,
Ramones,punk,punk rock,70s
LAZY GHOST,canada
Fredrik Koch,
Audio signaal,ASMR,white noise
The Fratellis,indie rock,indie,british
Felicia Finley,musical,Musical theatre,lalamusic
The Notorious B.I.G.,Hip-Hop,rap,Gangsta Rap
hard life,rnb,indie pop,funk
Bebe,spanish,female vocalists,pop
Clamor,death metal,hardcore,emocore
Beach Wave Explosion,
Sports,indie,dream pop,Lo-Fi
Jarabe De Palo,spanish,rock,pop
Dream Birds,
Rod Stewart,classic rock,rock,soft rock
Nilocos,
Pablo Legeren,
Fatboy Slim,electronic,big beat,dance
Los Re Papa,
SAINt JHN,Hip-Hop,rap,trap
Resistencia Suburbana,reggae,argentina,reggae argentino
Delegation,funk,soul,Disco
Silvana Estrada,folk,mexico,singer-songwriter
Alessia Cara,pop,soul,rnb
Martina Stoessel,tini,Disney,espanhol
Demian Bichir,
Cantando con Adriana,kids,argentina,infantil
Tyler Bates,Soundtrack,instrumental,composer
El Cuarteto De Nos,rock,uruguay,Rock en Espanol
Kevin Jonas,comedy,pop,amazing
José Madero,mexico,rock,mexican
Gustavo Santaolalla,Soundtrack,instrumental,acoustic
Okieriete Onaodowan,USA,american,Broadway
Fran Busso,
trxxshed,Lo-Fi,electronic,chill
DLD,rock,All,indie rock
Zedd,electro house,electronic,House
Jennifer Lopez,pop,rnb,latin
Trinidad Cardona,rnb,Hip-Hop,alternative rnb
Carmen López,
Evomin,
Billy Hammer,USA
Tiffany Alvord,pop,female vocalist,female vocalists
Pia Mia,pop,rnb,dance
Rosie Darling,indie pop,indie,yandex music
Nigga,Reggaeton,Panama,nigga
Studio Musicians,Studio musicians,gospel,a cappella
Hermitude,instrumental hip-hop,Hip-Hop,downbeat
Hans Zimmer,Soundtrack,instrumental,Classical
Eddie Redmayne,Soundtrack,Les Miserables,actor
Peter Pupping,guitar,acoustic
Karaoke Jukebox Heroes,
Sky Travis,
Sabrina Carpenter,pop,female vocalists,rnb
Cats On Trees,french,indie,indie pop
Maria Bethânia,mpb,Bossa Nova,female vocalists
One Piano,piano,instrumental
Ben Platt,Broadway,pop,musical
Young the Giant,indie rock,indie,rock
ST,russian rap,Hip-Hop,rap
Kids R Us Band,
Noise and Nature,
Celia Cruz,salsa,latin,cuban
Juan Gabriel,juan gabriel,mexico,mariachi
José Octavio I,
Buju Banton,reggae,dancehall,ragga
Santiago Lojo,
Both Are Infinite,ambient,under 2000 listeners
Comisario Pantera,All,indie rock,mexico
Rita Payés,trombone,jazz,spain
Jóvenes Pordioseros,All,argentina,argentinian
Journey,classic rock,rock,hard rock
Nick Wilson,ambient,electronic,indie pop
Edoardo Bennato,italian,cantautori,folk
Javi Ayul,
Dani Cejas,
Skylar Grey,pop,alternative,female vocalists
Bugzy Malone,Grime,rap,hip hop
Aliento,
Kina Grannis,acoustic,female vocalists,singer-songwriter
New Age Relajación Science,
Stan Getz,jazz,Bossa Nova,saxophone
The Melachrino Strings and Orchestra,
Steel Pulse,reggae,roots reggae,dub
Ten Sharp,pop,90s,80s
Oriana Sabatini,female vocalist,pop,pop rock
Rupert Holmes,soft rock,pop,70s
Eh!!! Guacho,Cumbia villera,argentina,cumbia
Dj Costi,
Javiera Mena,electropop,synthpop,pop
Micaela Sol,
Daniela Mercury,Axe,mpb,female vocalists
Luam,
Vigiland,trap,swedish,electronic
Newell's Old Boys FanChants,
Claude Debussy,Classical,piano,Impressionist
Dream Fuzz,
Kota the Friend,Hip-Hop,rap,jazz rap
Busaca,
Koino Yokan,covers,argentina,normie de mierda
Ladytron,electronic,Electroclash,synthpop
Jordy Searcy,american,alternative,male vocalists
Vibracion Reggae,
Above & Beyond,trance,progressive trance,vocal trance
L'Impératrice,french,synthpop,funk
Phillip Phillips,folk,rock,American Idol
Rafaela Moreno,
Luck Ra,white rapper,argentina,bachata
Gordo,electronic,latin,guatemala
Dino Sor,
Inés Moraleda,
England Dan & John Ford Coley,classic rock,soft rock,country rock
Air,electronic,chillout,ambient
El Bogueto,Reggaeton,mexico,Reggaeton mexicano
Party Tyme Karaoke,
Ewan McGregor,Soundtrack,musical,musicals
Jack Stauber,indie pop,hypnagogic pop,zolo
Burkina,Colombia,ska,comunista
Zacari,rnb,electro,soul
Pequeñas Grandes Voces de Música Infantil,
Snow Patrol,indie,alternative,rock
Cœur De Pirate,french,indie,female vocalists
Mery Granados,latin
Stuartinfk,
Alegra,
The Neighbourhood,indie,indie rock,indie pop
Nick Jonas,pop,pop rock,Disney
ColbyBoom,
Oasis of Meditation,
Grace Potter,blues,soul,rock
Amy Adams,Soundtrack,Disney,female vocalists
ROLE MODEL,8-bit,chiptune,electronic
Pier,dub,trance,techno
CA7RIEL & Paco Amoroso,trap,argentina,electronic
Capital Inicial,rock,brazilian rock,pop rock
Synthetic Architect,
Vito Canzo,
Blind Melon,Grunge,alternative rock,rock
Jack Ü,electronic,trap,dance
Gracias x La Música,
Serenity Noise,
Hotel Ugly,indie,Neo Soul,soul
The Black Crowes,Southern Rock,blues rock,rock
Carly Rae Jepsen,pop,Canadian,female vocalists
"Daniel, Me Estás Matando",bolero,mexico,spanish
Jaedyn Randell,Soundtrack
Chris Tomlin,christian,worship,contemporary christian
Dijon,Neo-Soul,alternative rnb,rnb
Studio Allstars,cover,spotify,karaoke
Amanda Seyfried,female vocalists,Soundtrack,musical
Rainbow Kitten Surprise,indie rock,alternative,indie pop
FanChants: Cruzados Fans,
Surf Curse,Lo-Fi,Surf,indie
Perotá Chingó,folk,argentina,español
Franco De Vita,franco de vita,latin,pop
Whitesnake,hard rock,classic rock,80s
Olive Klug,folk,indie folk,folk pop
Jenn Grant,Canadian,folk,singer-songwriter
Natiruts,reggae,brazilian,reggae brasileiro
Death From Above 1979,indie rock,indie,alternative
Hozier,blues,indie,soul
Malcolm Arnold,Classical,contemporary classical,british
Chorus - The Lion King 2: Simba's Pride,mistagg,mistagged
Sir Sly,indie,electronic,indie rock
1da Banton,afrobeats,african,nigeria
Fresh Life Worship,
The National,indie rock,indie,alternative
Mike Perry,swedish,electronic,tropical house
The Flaming Lips,alternative,indie,alternative rock
goodperro,
Yann Muller,House,electronic,deep house
Xavier Rudd,folk,acoustic,australian
The Strumbellas,folk,indie rock,Canadian
Paloma Mami,latin,pop,chilean
Motel,rock,pop,alternative
Maxi Pachecoy,
Japanese,
Bedtime Lullabies,
Leslie Odom Jr.,Broadway,jazz,hamilton
The Smashing Pumpkins,alternative rock,Grunge,alternative
Bradley Cooper,actor,rock,country
Heal Your Soul,
Pasado Verde,indie,mendoza
Static Harmony,
Rudimental,Drum and bass,dubstep,electronic
Dreams Noises,
Las Culisueltas,math rock,argentina,Cumbia villera
James Blunt,pop,singer-songwriter,acoustic
MPB4,mpb,Bossa Nova,samba
Coasts,indie,indie pop,indie rock
Billen Ted,dance,electronic,EDM
ShadowStep,hardstyle
Central Cee,rap,drill,Hip-Hop
070 Shake,rnb,hip hop,rap
Corey Reynolds,american,All,spotify
Thoughts of Calm,
Miike Snow,electronic,electropop,pop
Galez,
Brielle Von Hugel,indie,covers,singer-songwriter
Sublime Reggae Kings,chillout,lounge,reggae
Falamansa,Forro,brazilian,xote
CamelPhat,House,british,electronic
Sara Hebe,argentina,cumbia,hip hop
SER,ambient,Post-Black Metal,depressive black metal
MxPx,punk rock,pop punk,punk
The Beach Boys,classic rock,60s,pop
Survivor,classic rock,rock,hard rock
Opus,80s,rock,pop
Grupo Climax,hardcore,techno,Hard Trance
Bunga,pop rock,rock,indonesian
Mac Ayres,soul,rnb,Neo-Soul
Joe Cocker,classic rock,blues,rock
LivingForce,
La Vela Puerca,ska,uruguay,rock
KAWALA,indie pop,folk,pop
Isaac Powell,actors,Musical theatre,ahs double feature
Damas Gratis,cumbia,Cumbia villera,argentina
GROUPLOVE,indie,indie rock,indie pop
alayna,rnb,soul,female vocalists
Clementine Duo,acoustic,british,duos
Jonny Joel,
Ozzy Osbourne,heavy metal,hard rock,metal
Paulo Londra,argentina,trap,trap latino
Ivana Spagna,italian,pop,80s
Azéd Stories,french,comedy,Nogent-sur-Oise
Berna Rozenblum,
Ocie Elliott,singer-songwriter,Canadian,acoustic
Tchakabum,brazilian,brazil,hot dance
Chance Thomas,Soundtrack,video game music,Tolkien
Sons Of The East,folk,indie,Indie - Folk
Wolfine,Colombia,Reggaeton,espagnol
Lúc,
Duncan Laurence,pop,Eurovision,dutch
Zekey,
Björk,electronic,experimental,alternative
LeAnn Rimes,country,pop,female vocalists
Los Tipitos,rock,Rock Argentino,argentina
León Larregui,mexico,rock,mexican
Quintino,House,dance,electro house
Kanye West,Hip-Hop,rap,hip hop
Sting,rock,pop,classic rock
Familia Mackinnon Verdier,
KSHMR,big room,House,american
Pancho Ferron,
Corcovado Frequency,chillout,Bossa Nova,brazillian
Sergio Zaldívar,
Ivan Armesto,
Mario Biondi,jazz,soul,funk
Kany García,puerto rico,latin pop,female vocalists
Alkilados,All,Reggaeton,Colombia
Chelique Sarabia y su Conjunto,
Yomu,
Papu DJ,chile
The Kiboomers,canada,for children,for kids
BUNT.,german,electronic,pop
Franz Ferdinand,indie rock,indie,rock
Claudia Pizá , Raúl Carballeda, Francisco Colmenero,
Nicolas Maulen,
Buka,rap,psycho rap,polish
The Family Rain,blues rock,indie,indie rock
Jaime Murrell,adoracion,Cristiano,Musica Cristiana
Incubus,alternative rock,rock,alternative
Missy Higgins,female vocalists,singer-songwriter,australian
Alizzz,trap,electronic,spain
Low White Noise Mode,
Pappo,blues,rock,Rock Argentino
In The Noise,
Viva Elástico,indie,argentina,indie pop
Gaby,reggae,latin,rnb
Bobby Helms,country,christmas,rockabilly
Antonio Garcia Isaac,guitar,latin,mexico
Crobot,Stoner Rock,hard rock,blues rock
Abi González,
Almendra,argentina,Rock Argentino,rock
Jonas Blue,electronic,House,british
Thomas & Friends,british,england,UK
Los Legendarios,rap,Hip-Hop,puerto rico
Patrick Doyle,Soundtrack,instrumental,Classical
Pink Floyd,Progressive rock,Psychedelic Rock,classic rock
Jerron Paxton,folk,jazz,blues
Simplylove,
Rhaeide,video game music,Classical
Nursery Rhymes and Kids Songs,
Chiqui Chiquititos,
Toploader,pop,britpop,british
La Banda Del Merengue,
Bryce Vine,Hip-Hop,rnb,pop
Queen,classic rock,rock,hard rock
Gaspar OM,
Nahuel Pennisi,folklore,trova,pop
Jesse Baez,soul,guatemala,rnb
Juan Freer,
Sheena Easton,pop,80s,female vocalists
The Dubliners,folk,irish,Irish Folk
Parroquia Espíritu Santo,
Honors,All
Taylor Swift,country,pop,female vocalists
Tibau Mascheroni,
Nanan,folk,brazil,brazilian
El Bordo,Rock Argentino,argentina,rock nacional
Andreas Roehrig,
Noel Schajris,pop,singer-songwriter,acoustic
Arctic Monkeys,indie rock,indie,british
Luciano Pereyra,All,pop,latin pop
Dormant Clouds,
Natalia Lafourcade,pop,latin,mexico
Yoga Bhakti,
Skrillex,dubstep,electronic,breakcore
Dont Wake Me Up,
Bad Religion,punk rock,punk,political
Disclosure,electronic,UK Garage,House
2Pac,rap,Hip-Hop,Gangsta Rap
Train,rock,alternative rock,pop
Zach Hood,pop,USA,indie
Ben Howard,folk,acoustic,singer-songwriter
Sweet,glam rock,classic rock,70s
Anthony Gonzalez,Soundtrack,electronic,ambient
Sebastian Guerschuny,
Kazuma Jinnouchi,Soundtrack,video game music,japanese
Marcela Gandara,jesucristo,christian,cristiana
Dessu,pop,polish,female vocalists
Berlin,new wave,80s,pop
Cody Fry,pop,indie pop,USA
SOJA,reggae,dub,trip-hop
Selena Gomez & The Scene,pop,female vocalists,pop rock
Mr. Gato,sound,cumbia,tropical
Hans Zimmer, Lebo M.,Soundtrack
Glup!,chile,alternative,chilean
Andrew Douglas,
Natasha Bedingfield,pop,female vocalists,british
Ro Ransom,Hip-Hop,rap,Jasecore
coro pascual joven,
Jude,industrial,indie,rock
Go Radio,pop punk,rock,indie
Rita Lee,mpb,rock,brazilian
Spinetta Y Los Socios Del Desierto,Rock Argentino,Spinetta,Power Trio
Peter Graham,relaxing,contemporary classical,relax
Olga Nova,
Frédéric Chopin,Classical,piano,romantic
Panther,heavy metal,indie,black metal
Mc Don Juan,funk,brazilian,baile funk
Jon Lajoie,comedy,best shit ever existing in the whole world makes me vomit over my daddys pussy while i listen to the popes earcream following the dark lord to my grandmummies treassure in an iland of dicksucking faggot frogs having silver eyebrows,humour
vaultboy,indie pop,pop,USA
Elvis Presley,rock n roll,classic rock,rock
KIDx,rap,underground,United States
Santi Perez,
Mancha De Rolando,Rock Argentino,rock,argentina
Ñengo Flow,Reggaeton,puerto rico,rap
Catherine Zeta-Jones,Soundtrack,jazz,musicals
Susana Zavaleta,jazz,female vocalists,folk
OBK,spanish,electronic,electropop
Dimension 32,Lo-Fi,ambient,electronic
Las Pastillas del Abuelo,Rock Argentino,rock,argentina
Iglesia Rey De Reyes & Claudio Freidzon,
Jésed,acoustic,mexico,remanso
Estelares,Rock Argentino,rock,argentina
Sovereign Grace Music,worship,christian,Modern worship
Harvey Fierstein,USA,Soundtrack,queer
Billy Joel,classic rock,singer-songwriter,rock
Doves,indie,indie rock,britpop
The Velvet Underground,psychedelic,rock,classic rock
Darell,latin,male vocalists,puerto rico
Frijo,
Quevedo,Reggaeton,rap,spanish
Kenny Rogers,country,classic country,kenny rogers
McFly,pop rock,british,rock
Candlebox,Grunge,alternative rock,rock
Marcela de La Garza,
Sech,Reggaeton,latin,rap
Juan Son,alternative,indie,experimental
Vistas,indie,indie rock,glitch
Israel Kamakawiwo'ole,Hawaiian,folk,acoustic
Geek Music,Soundtrack,USA,United States
Jupa Necasek,
Skilteck,rap,Hip-Hop
Mac Miller,Hip-Hop,rap,underground hip-hop
The Black Keys,blues rock,blues,rock
d4vd,pop,rnb,rock
Wuella,
Dúo Irma y Oswaldo,
Oliver Tree,electronic,Hip-Hop,indie pop
Matoma,House,electronic,tropical house
Chuck Link,
Hillsong UNITED,christian,worship,christian rock
Marco Barrientos,alabanza,Cristiano,adoracion
Cami,spanish,chile,female vocalists
Austin Moon,disney channel,rock,Disney
Porsuigieco,argentina,Rock Argentino,AR
Emicida,rap,hip hop,brazilian
Sound Carrie,white noise,noise,brown noise
SERGEI,french,noise,chile
EarthMovies,
Incubations,
MC L da Vinte,brazil,brasil,Funk Carioca
Los Bunkers,rock chileno,chile,rock
The Chords,mod revival,mod,doo wop
Jonathan Freeman,Soundtrack,rock,Disney
Stanley Clarke,jazz,bass,Fusion
Tune-Yards,experimental,freak folk,indie
Caravan Palace,electro-swing,jazz,electronic
AJR,indie pop,pop,indie
Slipknot,Nu Metal,metal,heavy metal
Lavender Balm,sleep aid,ambient
Cris,rap,Hip-Hop,thrash metal
Guru Josh Project,House,dance,electronic
Lee Cabrera,House,dance,All
Las Almas Nuevas,
Pierre Lapointe,quebec,francophone,quebecois
P!nk,pop,pop rock,female vocalists
João Bosco,mpb,samba,Bossa Nova
Seven Kayne,Reggaeton,argentina,Latin Trap
Leo Rodriguez,
El Mató a un Policía Motorizado,argentina,indie rock,indie
Lizzo,pop,Hip-Hop,rnb
Nico Bertone,
Charlie Chan,radio drama,Radio,radio show
Juanca Cevasco,
Skiez,
Onda Vaga,latin,argentina,folk
Benson Boone,pop,pop rock,rock
Anne Murray,country,female vocalists,pop
Piter-G,rap,electronic,spain
Donnelly & Maltby,
Augusto Schuster,
Alisha Weir,Matilda The Musical,irish
Renee Sandstrom,pop,female vocalists,Soundtrack
Fobia,Rock en Espanol,rock,rock en español
Christopher Walken,spoken word,comedy,hipster
Protocolo Music Group,
Legarda,shoegaze,post-rock
Olivia Rodrigo,pop,pop rock,rock
Ovy On The Drums,Colombia,latin,Hip-Hop
Dagny,pop,electronic,female vocalists
NatuREM,
Smallpools,indie pop,indie,pop rock
Hillsong Worship,christian,worship,praise
Bellanova,spanish,latin,latin pop
Underdann,
Headhunterz,hardstyle,Hardbass,melodic hardstyle
La K'onga,Cuarteto,argentina
Everything Everything,indie,indie pop,british
Los Rodriguez,Rock Argentino,rock,Rock en Espanol
Tone-Loc,Hip-Hop,rap,90s
The Constellations,indie,Hip-Hop,indietronica
Agustín Casanova,latin,pop,cumbia pop
The Disney Holiday Chorus,christmas,xmas
Smash Hits,heavy metal,80s,melodic metal
Shana Falana,dream pop,shoegaze,indie
Martinho Da Vila,samba,brazilian,mpb
Yoke Lore,indie pop,indie,indie folk
The Tormentos,Surf,surf rock,instrumental
The Chain Gang Of 1974,electronic,indie,electropop
Exotic Wave Sounds,
Radio Tyrant,
Jackson Browne,singer-songwriter,classic rock,folk
Beaucats,
Courtney Smith,
Mickey Darling,pop,indie pop,bedroom pop
The Rills,indie,rock,indie pop
Antonio José,Classical,pop,classical guitar
Club Atlético Boca Juniors FanChants,argentinian,argentina
RL Grime,trap,electronic,beats
Vessels,post-rock,math rock,experimental
Juana La Loca,rock,alternative,rock nacional
Grace Davies,X factor,pop,singer-songwriter
Sölar,alternative metal,alternative rock,rock
Gloria Estefan,latin,pop,female vocalists
Tercer Cielo,christian,Musica Cristiana,TercerCielo
David Filio,pan,mexico,mexican
El Kanka,cantautor,spanish,spain
Super Yei,No pega solo,puerto rico
Donna Murphy,female vocalists,american,Soundtrack
Jory Boy,Reggaeton,puerto rico,latin
CORO GOSPEL DE MEXICO,
Sigala,dance,House,electronic
Spandau Ballet,new wave,80s,pop
Mocedades,pop,spanish,spain
Neo Pistea,rap,hiphop,trap
The Cinematic Orchestra,jazz,electronic,downtempo
Leslie Gil,Queen Iduna
Alcoholic Skunk,punk,metal,rap
REBRN,
Tying Tiffany,Electroclash,electronic,electro punk
El Padre César & Los Pecadores,
Wunderhorse,indie rock,alternative rock,Grunge
Yeah Yeah Yeahs,indie,indie rock,female vocalists
Dan Stevens,pop,Soundtrack,musical
Ace,eurobeat,rock,70s
Dalex,Reggaeton,latin,USA
Mariana Feo,Bossa Nova
Trevor Rabin,Soundtrack,instrumental,composer
Baby Keem,rap,Hip-Hop,trap
Jere Klein,new wave,Reggaeton,chile
MC Rahell,funk,brazil,Funk Carioca
Nina Simone,jazz,soul,blues
Deepnoum,
Mc Livinho,funk,gostoso,Indie Funk
MYA,rnb,soul,pop
Lila Liu,chillout,lounge,chill
Adrián Berra,acoustic,argentina
Sofia Castro,mexican,mexico,Colombia
Omar Montes,latin,spain,Reggaeton
The Wanted,pop,british,Garage Rock
Indika,psy trance,spirit zone,full on
Kike Pavón,
Lily James,pop,england,female vocalists
Eric Carmen,pop,80s,soft rock
Don Henley,classic rock,rock,80s
Pino Versiona,
The Lost Boys,metalcore,post-hardcore,screamo
Christian Borle,musical,USA,Broadway
Nate Bullock,
Warrant,hard rock,hair metal,heavy metal
Jessica Grange,
Bailey Jehl,singer-songwriter,pop,electronic
Pierce Brosnan,Mamma mia,Soundtrack,musical
Las Ardillitas,
Gonzaguinha,mpb,brasil,samba
DJ ZzZzz,to sleep,instrumental
Timo Pacheco,
Royal Sugar,american,rock,male vocalist
Jennifer Hudson,rnb,soul,female vocalists
Wanda Sá,Bossa Nova,brazil,brazilian
P. Manuel López Naón,
Fluffy Duffy,
Amazonics,Bossa Nova,chillout,indie
Jet,rock,alternative rock,alternative
Benny Benassi,electronic,House,techno
Bhavi,trap,pop,rap
Fer Vazquez,
Lukas Graham,pop,soul,danish
Jerry Goldsmith,Soundtrack,instrumental,Classical
Artista Rosario,
Tom Odell,indie,folk,british
Arcángel,Flamenco,contemporary flamenco,Reggaeton
Laura Bell Bundy,country,laura bell bundy,female vocalists
EL NOBA,rkt,cumbia 420,RIP
En Espíritu Y En Verdad,christian rock,Ballad,Better than Metallica
Ana Tijoux,Hip-Hop,rap,latin
Hovar,
KAROL G,Reggaeton,pop,latin pop
La Franela,argentina,Rock Argentino,rock argento
Angus & Julia Stone,folk,indie,acoustic
LA Priest,electronic,experimental,minimal
Enjambre,indie,indie rock,alternative
Gomba Jahbari,reggae,dub,roots reggae
fini,black metal,maldives,Maldivian
Fey,pop,latin,latin pop
Jaded Birds,
Ciara,rnb,pop,Hip-Hop
Alex Campos,gospel,adoracion,Musica Cristiana
Deep Diver,hard rock,heavy metal,Swedish Metal
Mikaela,metalcore,death metal,deathcore
Armandinho,reggae,brazilian,brasil
Sueño de Pescado,la plata,rocanrol
Coro de Schoenstatt,
Maranatha! Latin,
CostaHouse,
Michèle Courbis,
Fishbone,ska,funk,alternative
Tevin Campbell,rnb,90s,soul
KALLY'S Mashup Cast,nickelodeon,Soundtrack,Alex Hoyer
The Whitest Boy Alive,indie,electronic,indie pop
Roger Bart,Disney,Broadway,musical
Paz Iudica • Santiago Iudica,
