genre_group,artistname,total_minutes_played
Jazz,Catherine Zeta-Jones,4.5686333333333333
Jazz,Glass Trio,4.5209166666666667
Jazz,Riley Foster,4.5136333333333333
Jazz,Monsalve,4.4109833333333333
Jazz,Sonny Becker Quartet,4.3587666666666667
Jazz,The Party Band,4.3365000000000000
Jazz,Mandevilla,4.3000000000000000
Jazz,Charlie Wilder Band,4.2621833333333333
Jazz,Eugene Lambert,4.1829333333333333
Jazz,6th Street Jazz,3.9684500000000000
Jazz,Paul Moretti Trio,3.9258000000000000
Jazz,La La Land Cast,3.8971000000000000
Jazz,Stanley Clarke,3.7866666666666667
Jazz,Zaz,3.6900333333333333
Jazz,Susana Zavaleta,3.5555500000000000
Jazz,Johnny Hodges & His Orchestra,3.5462333333333333
Jazz,Grove Street Quartet,3.3222833333333333
Jazz,Sal Ritter,3.1766333333333333
Jazz,Stan Getz,3.1610000000000000
Jazz,James Jackson Jazz Trio,3.0657666666666667
Jazz,Ray Charles,2.5918500000000000
Jazz,The Late Nighters,2.5560333333333333
Jazz,The Sh-Booms,2.4320000000000000
Jazz,George Martin,2.0860000000000000
Jazz,Andy Sheppard Quartet,2.0135666666666667
Jazz,Portraits in Jazz,1.3349333333333333
Jazz,Justin Hurwitz,1.2383333333333333
Jazz,John Coltrane Quartet,1.08445000000000000000
Jazz,Tommy Flanagan,1.07503333333333333333
Jazz,The OneUps,0.93983333333333333333
Jazz,Nina Simone,0.89375000000000000000
Jazz,Carl Bagge Trio,0.51470000000000000000
Jazz,Rosemary Clooney,0.44266666666666666667
Jazz,Bill Lee,0.42526666666666666667
Jazz,"Grover Washington, Jr.",0.22975000000000000000
Jazz,Sammy Davis Jr.,0.18656666666666666667
Jazz,Ginne Marker,0.16425000000000000000
Jazz,Nils Landgren,0.10603333333333333333
Jazz,Jon Batiste,0.03806666666666666667
Jazz,ARON,0.02701666666666666667
Jazz,Cliff Edwards,0.00773333333333333333
Jazz,Bobby McFerrin,0.000000000000000000000000
Latin,Calle 13,1143.3710166666666667
Latin,Agapornis,866.4435333333333333
Latin,Macaco,854.2283666666666667
Latin,Benjamín Amadeo,675.6889166666666667
Latin,Erreway,665.5147500000000000
Latin,Marama,530.6980666666666667
Latin,Residente,526.3609666666666667
Latin,Rombai,468.4498833333333333
Latin,Sebastian Yatra,456.8218333333333333
Latin,Juan Luis Guerra 4.40,454.9540000000000000
Latin,Original Cast of Go! Vive A Tu Manera,376.9037166666666667
Latin,Diego Torres,349.0291000000000000
Latin,Salvapantallas,263.3149666666666667
Latin,Carlos Vives,230.4526500000000000
Latin,Rio Branco,223.2432333333333333
Latin,Abel Pintos,220.6768833333333333
Latin,Romeo Santos,213.4535833333333333
Latin,Luis Fonsi,202.8274166666666667
Latin,Bad Bunny,194.0197166666666667
Latin,Maria Becerra,184.2004333333333333
Latin,#TocoParaVos,179.3251333333333333
Latin,Carlos Baute,163.9816833333333333
Latin,Simon Grossmann,146.2900500000000000
Latin,Los Bonnitos,134.2751666666666667
Latin,Ovy On The Drums,132.7899500000000000
Latin,Orishas,122.9318666666666667
Latin,Chino & Nacho,115.5064333333333333
Latin,Maluma,115.1145166666666667
Latin,Sie7e,107.5908000000000000
Latin,Julieta Venegas,97.3966166666666667
Latin,Maxi Espindola,93.0933500000000000
Latin,Juanes,92.1425333333333333
Latin,Sarah Menescal,91.1576166666666667
Latin,Prince Royce,85.6976166666666667
Latin,Chayanne,82.8645666666666667
Latin,KAROL G,77.1467833333333333
Latin,Daddy Yankee,75.7316333333333333
Latin,iñigo quintero,73.7342000000000000
Latin,ChiChi Peralta,72.0792833333333333
Latin,Don Omar,69.0075333333333333
Latin,Gente De Zona,68.3049000000000000
Latin,Luck Ra,65.2452666666666667
Latin,Tiago PZK,63.9073000000000000
Latin,J Balvin,63.7488000000000000
Latin,Ozuna,62.6533000000000000
Latin,Beto Castillo,60.0377166666666667
Latin,Luis Miguel,59.4197833333333333
Latin,Cristian Castro,55.6153833333333333
Latin,Rodrigo,53.7127166666666667
Latin,Rauw Alejandro,52.0331500000000000
Latin,VI-EM,50.2083000000000000
Latin,Christian Nodal,50.0480666666666667
Latin,Quevedo,46.6992833333333333
Latin,JHAYCO,46.4859333333333333
Latin,Danny Ocean,45.4961833333333333
Latin,La T y La M,43.0397500000000000
Latin,Alan Gomez,42.6711000000000000
Latin,Fuego,39.0459500000000000
Latin,Feid,37.8234666666666667
Latin,Maia Reficco,37.8001000000000000
Latin,Seven Kayne,35.6642000000000000
Latin,Manuel Turizo,35.1674333333333333
Latin,Mau y Ricky,34.9967166666666667
Latin,Anuel AA,32.1767500000000000
Latin,Celia Cruz,31.8795000000000000
Latin,Sech,29.3171833333333333
Latin,Bad Gyal,28.9904833333333333
Latin,Marcela Mangabeira,28.5463000000000000
Latin,Marka Akme,27.6148833333333333
Latin,Myke Towers,27.1123833333333333
Latin,Alkilados,26.6019166666666667
Latin,Jay Wheeler,26.4155666666666667
Latin,Ke Personajes,25.7033333333333333
Latin,Terra Samba,24.1527500000000000
Latin,Nicky Jam,23.8480500000000000
Latin,Farruko,23.3947000000000000
Latin,Eslabon Armado,22.8997500000000000
Latin,Grupo Play,22.1717500000000000
Latin,David Bisbal,21.8424333333333333
Latin,Damas Gratis,20.9190333333333333
Latin,Dalex,20.6947500000000000
Latin,Carlos Rivera,20.3341500000000000
Latin,Sérgio Mendes,19.9637000000000000
Latin,Tainy,19.5218500000000000
Latin,Axel Muñiz,19.4801833333333333
Latin,Joey Montana,18.8326333333333333
Latin,Rochy RD,18.3426000000000000
Latin,Grupo Frontera,18.2567333333333333
Latin,Karol Sevilla,17.2774500000000000
Latin,Wisin,17.0713666666666667
Latin,Marc Anthony,16.4612833333333333
Latin,Piso 21,15.8400166666666667
Latin,Banda Do Sul,15.7471833333333333
Latin,La Champions Liga,14.9871666666666667
Latin,Yandel,14.1960333333333333
Latin,Kaleb Di Masi,13.7771666666666667
Latin,Eliza Lacerda,13.6131666666666667
Latin,Maria Augusta,13.4952000000000000
Latin,Yoseline Hoffman,13.4915500000000000
Latin,Norma Herrera,13.3048000000000000
Latin,Yerba Brava,12.7325666666666667
Latin,Fanny Lu,12.5809333333333333
Latin,Scubba,12.5086500000000000
Latin,Papichamp,12.4799666666666667
Latin,Beéle,12.0906833333333333
Latin,Darell,11.9404333333333333
Latin,Toquinho,11.6144333333333333
Latin,DrefQuila,11.5336000000000000
Latin,RUGGERO,11.5138500000000000
Latin,NATTI NATASHA,11.4121166666666667
Latin,Sky Rompiendo,10.9427500000000000
Latin,Bomba Estéreo,10.8459000000000000
Latin,Nio Garcia,10.6183333333333333
Latin,The La Planta,10.2670333333333333
Latin,Cris Delanno,10.1312166666666667
Latin,Justin Quiles,9.7213500000000000
Latin,Urban Love,9.5200000000000000
Latin,El Dipy,9.2431000000000000
Latin,Anakelly,8.8671833333333333
Latin,Silvina Moreno,8.8017666666666667
Latin,La Sonora Dinamita,8.7371000000000000
Latin,Kim Loaiza,8.6142500000000000
Latin,Jowell & Randy,8.5838333333333333
Latin,Tahta Menezes,8.5511833333333333
Latin,Yng Lvcas,8.3272666666666667
Latin,Groove Da Praia,8.0286166666666667
Latin,Café Tacvba,7.7076000000000000
Latin,Ñengo Flow,7.5864000000000000
Latin,Trap Capos,7.5371000000000000
Latin,IAmChino,7.3921000000000000
Latin,Los Nocheros,7.3216833333333333
Latin,Big Apple,7.3098166666666667
Latin,Zion & Lennox,7.2542666666666667
Latin,Jacob Forever,7.1150000000000000
Latin,Leo Mattioli,7.0703333333333333
Latin,Fonseca,7.0107166666666667
Latin,"Daniel, Me Estás Matando",6.9213000000000000
Latin,Amazonics,6.8617166666666667
Latin,Dame 5,6.6281833333333333
Latin,Wolfine,6.6070666666666667
Latin,Mano Arriba,6.3942166666666667
Latin,Luiz Bonfá,5.7010166666666667
Latin,J Abdiel,5.4684166666666667
Latin,Mc Caco,5.1924833333333333
Latin,La Mona Jimenez,5.0542166666666667
Latin,Wisin & Yandel,5.0420000000000000
Latin,Fernando Dente,5.0056000000000000
Latin,Ricardo Arjona,4.9772166666666667
Latin,El Cuis,4.8619166666666667
Latin,Julio Iglesias,4.7314166666666667
Latin,Marcelo Rezende,4.5939666666666667
Latin,Harry Nach,4.4358833333333333
Latin,Los Wachiturros,4.2258333333333333
Latin,Brytiago,4.1190833333333333
Latin,Alejandro Fernández,3.9769666666666667
Latin,Rvssian,3.9131333333333333
Latin,Elefante,3.8633333333333333
Latin,Ruben Rada,3.8423166666666667
Latin,Los Ángeles Azules,3.8171833333333333
Latin,Carlos Gardel,3.6770833333333333
Latin,Carolina Ross,3.6246333333333333
Latin,Majo y Dan,3.5239166666666667
Latin,María León,3.4246666666666667
Latin,FloyyMenor,3.4128500000000000
Latin,Chico Novarro,3.3968833333333333
Latin,Arcángel,3.3625833333333333
Latin,Lisa Ono,3.3328833333333333
Latin,Spanish Guitar,3.2971333333333333
Latin,Farandula Boys,3.2735666666666667
Latin,Alex Gargolas,3.1388500000000000
Latin,João Donato,3.1128833333333333
Latin,El Bogueto,3.0805500000000000
Latin,Aníbal Troilo,3.0513333333333333
Latin,La K'onga,3.0258833333333333
Latin,Hugo Del Carril,3.0196500000000000
Latin,Fernando Allende,2.9866666666666667
Latin,Mora,2.8728000000000000
Latin,El Apache Ness,2.8575333333333333
Latin,Yahritza Y Su Esencia,2.7614666666666667
Latin,Amenazzy,2.7528166666666667
Latin,TABI,2.5165500000000000
Latin,Vinícius,2.5102166666666667
Latin,Young Cister,2.4819166666666667
Latin,Gael Garcia Bernal,2.3833833333333333
Latin,Sara Hebe,2.3566000000000000
Latin,La Delio Valdez,2.3462000000000000
Latin,Lulu Joppert,2.2532333333333333
Latin,Roberto Goyeneche,2.0306166666666667
Latin,Argentino Luna,2.0162500000000000
Latin,Nfasis,1.9168833333333333
Latin,Enrique Santos Discépolo,1.8784833333333333
Latin,Gilda,1.7062666666666667
Latin,Elvis Crespo,1.6769166666666667
Latin,Los Palmeras,1.6225833333333333
Latin,Alex Rose,1.6137666666666667
Latin,Aventura,1.6000500000000000
Latin,Antonio Banderas,1.5994333333333333
Latin,José Feliciano,1.5538166666666667
Latin,Reykon,1.5192333333333333
Latin,El Simbolo,1.4733000000000000
Latin,Gloria Estefan,1.4545666666666667
Latin,Cacho Castaña,1.3908666666666667
Latin,Jory Boy,1.3435333333333333
Latin,Mak Donal,1.3268666666666667
Latin,Néstor Garnica,1.2555833333333333
Latin,Mala Fama,1.2342833333333333
Latin,Yerba Buena,1.1756666666666667
Latin,Ulises Bueno,1.1748000000000000
Latin,Q' Lokura,1.11631666666666666667
Latin,Mr. Gato,0.99881666666666666667
Latin,Lunay,0.97386666666666666667
Latin,DobleP,0.91263333333333333333
Latin,Alex Y Fido,0.84441666666666666667
Latin,Tambó Tambó,0.80881666666666666667
Latin,Pocho La Pantera,0.79185000000000000000
Latin,Callejero Fino,0.78166666666666666667
Latin,Supermerk2,0.75171666666666666667
Latin,El Retutu,0.75155000000000000000
Latin,Juan Gabriel,0.71121666666666666667
Latin,De La Ghetto,0.68585000000000000000
Latin,Marito,0.68223333333333333333
Latin,J Alvarez,0.66268333333333333333
Latin,Cumbieton,0.66000000000000000000
Latin,Pijama Party,0.65958333333333333333
Latin,Lele Pons,0.63521666666666666667
Latin,Mike Bahía,0.63521666666666666667
Latin,Amar Azul,0.63041666666666666667
Latin,Leo Dan,0.55916666666666666667
Latin,Azul Azul,0.53018333333333333333
Latin,Mery Granados,0.50261666666666666667
Latin,Nestor En Bloque,0.49875000000000000000
Latin,Jambao,0.49100000000000000000
Latin,Los Pibes Chorros,0.46798333333333333333
Latin,Pepe Quintana,0.44965000000000000000
Latin,Grupo 5,0.43783333333333333333
Latin,Domino Saints,0.42066666666666666667
Latin,Bob Tostes,0.40521666666666666667
Latin,Antonio Rios,0.38270000000000000000
Latin,Luis Enrique,0.35966666666666666667
Latin,Agrupación Marilyn,0.35526666666666666667
Latin,Benny Benni,0.35396666666666666667
Latin,Cosculluela,0.35058333333333333333
Latin,Antônio Carlos Jobim,0.34138333333333333333
Latin,KEVIN ROLDAN,0.33973333333333333333
Latin,Gipsy Kings,0.33733333333333333333
Latin,Rosana,0.32046666666666666667
Latin,Pedro Infante,0.31686666666666666667
Latin,Martinho Da Vila,0.31423333333333333333
Latin,Micro TDH,0.30416666666666666667
Latin,De La Calle,0.30185000000000000000
Latin,Pedro Fernández,0.29666666666666666667
Latin,Los Tigres Del Norte,0.28836666666666666667
Latin,La Santa Cecilia,0.27393333333333333333
Latin,Dímelo Flow,0.26781666666666666667
Latin,Big Yamo,0.25920000000000000000
Latin,Los De La Nazza,0.25853333333333333333
Latin,Jerry Di,0.23798333333333333333
Latin,Traviezoz de la Zierra,0.21256666666666666667
Latin,Los Charros,0.19235000000000000000
Latin,El Alfa,0.18828333333333333333
Latin,Alexander Acha,0.18733333333333333333
Latin,Franco De Vita,0.17058333333333333333
Latin,Mario Luis,0.16890000000000000000
Latin,Onda Vaga,0.16023333333333333333
Latin,Vakero,0.15600000000000000000
Latin,Nova Bossa Ltd.,0.15525000000000000000
Latin,Chapa C,0.14800000000000000000
Latin,JVO the Writer,0.14770000000000000000
Latin,Rich Music LTD,0.14340000000000000000
Latin,Lila Downs,0.13746666666666666667
Latin,Bryant Myers,0.13205000000000000000
Latin,Agustín Casanova,0.12001666666666666667
Latin,Darkiel,0.11570000000000000000
Latin,Gigolo Y La Exce,0.10820000000000000000
Latin,Los Originales De San Juan,0.09883333333333333333
Latin,Tony Dize,0.09833333333333333333
Latin,Tempo,0.08700000000000000000
Latin,Tripssono,0.08456666666666666667
Latin,Los del Fuego,0.07971666666666666667
Latin,Paloma Mami,0.07793333333333333333
Latin,The Rudeboyz,0.07738333333333333333
Latin,Cauty,0.07548333333333333333
Latin,Ñejo,0.07300000000000000000
Latin,Santaferia,0.06861666666666666667
Latin,Américo,0.06833333333333333333
Latin,Eh!!! Guacho,0.06256666666666666667
Latin,Wilo D New,0.05200000000000000000
Latin,Banda XXI,0.05068333333333333333
Latin,Omar Montes,0.05038333333333333333
Latin,Los Manseros Santiagueños,0.04600000000000000000
Latin,Alexis y Fido,0.04565000000000000000
Latin,Monique Kessous,0.04400000000000000000
Latin,Chyno Miranda,0.03985000000000000000
Latin,El Guachoon,0.03946666666666666667
Latin,Latin Fresh,0.03856666666666666667
Latin,Bronco,0.03713333333333333333
Latin,Atomic Otro Way,0.03691666666666666667
Latin,Miguel Alejandro,0.03636666666666666667
Latin,Hernan y La Champion's Liga,0.03598333333333333333
Latin,Dayme y El High,0.03533333333333333333
Latin,Fyahbwoy,0.03481666666666666667
Latin,Bellanova,0.03343333333333333333
Latin,Peso Pluma,0.03281666666666666667
Latin,Cecilia Dale,0.02553333333333333333
Latin,Pipe Calderón,0.02395000000000000000
Latin,Polimá Westcoast,0.01848333333333333333
Latin,La Base,0.01740000000000000000
Latin,Sabroso,0.01596666666666666667
Latin,Maikel Delacalle,0.01528333333333333333
Latin,Nigga,0.01493333333333333333
Latin,Angel Y Khriz,0.01198333333333333333
Latin,Mariana Feo,0.00896666666666666667
Latin,La Garfield,0.000000000000000000000000
Latin,Vicente Garcia,0.000000000000000000000000
Latin,Polo Montañez,0.000000000000000000000000
Latin,Wanda Sá,0.000000000000000000000000
Latin,Fanko,0.000000000000000000000000
Latin,Sin Bandera,0.000000000000000000000000
Metal,Rata Blanca,348.5302000000000000
Metal,Virus,316.5915000000000000
Metal,fini,53.8191833333333333
Metal,Signos,23.9849000000000000
Metal,Metallica,19.8403000000000000
Metal,Bring Me The Horizon,14.3943333333333333
Metal,Focus Noise,12.2080666666666667
Metal,Clamor,10.6827500000000000
Metal,The Ring,10.6265500000000000
Metal,The Lost Boys,10.5838500000000000
Metal,Ozzy Osbourne,9.5377500000000000
Metal,Borja,7.3657666666666667
Metal,Smash Hits,6.7749333333333333
Metal,DJ Alex,6.7030833333333333
Metal,Linkin Park,6.0657833333333333
Metal,TOOL,6.0571166666666667
Metal,DICE,6.0509000000000000
Metal,Parkineos,5.6355166666666667
Metal,Celeste,5.6011333333333333
Metal,Quiet Riot,4.8520000000000000
Metal,El Polaco,4.6988833333333333
Metal,Inscription,4.4340333333333333
Metal,Doulos,4.3018666666666667
Metal,nixa,3.8607166666666667
Metal,Raimundos,3.5555500000000000
Metal,Fin,3.5200000000000000
Metal,WWE,3.4736166666666667
Metal,The Horn,3.3889666666666667
Metal,Howl,3.3520000000000000
Metal,The Manatees,3.3158000000000000
Metal,Majestic,3.2583666666666667
Metal,WILD,3.0000000000000000
Metal,Panther,2.8000000000000000
Metal,Another Dimension,2.4852333333333333
Metal,Kina,2.3202666666666667
Metal,Black Sabbath,2.2556500000000000
Metal,Noise Factory,2.1833333333333333
Metal,slowburn,1.9629166666666667
Metal,Limp Bizkit,1.4922333333333333
Metal,Wizard,1.4868500000000000
Metal,Papa Roach,1.2209500000000000
Metal,Hysteria,0.89550000000000000000
Metal,Oriana,0.88273333333333333333
Metal,Agosto,0.71686666666666666667
Metal,Anton,0.63278333333333333333
Metal,Grupo Climax,0.56741666666666666667
Metal,Philadelphia,0.55108333333333333333
Metal,Exilio,0.25076666666666666667
Metal,MEDUZA,0.19543333333333333333
Metal,BLOODMOON,0.18500000000000000000
Metal,Five Finger Death Punch,0.14133333333333333333
Metal,Mystic Prophecy,0.11245000000000000000
Metal,Mikaela,0.10501666666666666667
Metal,Hermetica,0.10276666666666666667
Metal,Primus,0.06773333333333333333
Metal,Heavysaurios,0.05456666666666666667
Metal,The Sun Goes Down,0.04760000000000000000
Metal,Slipknot,0.02591666666666666667
Metal,Black Coast,0.02321666666666666667
Metal,System Of A Down,0.02166666666666666667
Metal,Boomerang,0.01950000000000000000
Metal,Sölar,0.01608333333333333333
Metal,Neven,0.000000000000000000000000
Musical,Keala Settle,157.5544500000000000
Musical,Clarke Thorell,74.2812333333333333
Musical,Marvin Hamlisch,53.1557333333333333
Musical,Stephen Schwartz,50.4853333333333333
Musical,Mary Bond Davis,50.4398166666666667
Musical,Nathan Lane,45.7455500000000000
Musical,Jennifer Damiano,42.8263666666666667
Musical,Idina Menzel,38.1365500000000000
Musical,Leslie Odom Jr.,37.7164333333333333
Musical,Christopher Jackson,29.5164833333333333
Musical,Ben Platt,22.9870333333333333
Musical,Phillipa Soo,20.3835500000000000
Musical,Jessie Mueller,19.3360500000000000
Musical,Laura Benanti,15.8907833333333333
Musical,Ben Fankhauser,14.5431333333333333
Musical,Barrett Wilbert Weed,11.5564333333333333
Musical,Angela Lansbury,9.1840000000000000
Musical,Mike Faist,8.2804833333333333
Musical,Laura Dreyfuss,7.9180333333333333
Musical,Susan Egan,7.4251500000000000
Musical,Leah Greenhaus,5.3111000000000000
Musical,Olga Merediz,4.9166666666666667
Musical,Jackie Hoffman,4.8850666666666667
Musical,Andrew Rannells,4.7131000000000000
Musical,Jasmine Cephas-Jones,4.0336166666666667
Musical,Jonathan Groff,4.0265000000000000
Musical,Michael Park,3.8305833333333333
Musical,Kimiko Glenn,3.7180000000000000
Musical,Scott Irby-Ranniar,3.2206666666666667
Musical,Tsidii Le Loka,2.0348166666666667
Musical,Audra McDonald,1.9082666666666667
Musical,Okieriete Onaodowan,1.13610000000000000000
Musical,Ensemble - The Lion King,0.61956666666666666667
Musical,Kristin Chenoweth,0.36900000000000000000
Musical,The Original Broadway Cast Of School Of Rock,0.11533333333333333333
Musical,Glenn Close,0.09945000000000000000
Musical,Michael-Leon Wooley,0.08203333333333333333
Musical,Alice Ripley,0.06256666666666666667
Musical,Christian Borle,0.01795000000000000000
Pop,Bruno Mars,3669.9927833333333333
Pop,Teenangels,3531.7054666666666667
Pop,TINI,3137.3790166666666667
Pop,MIKA,2644.8731500000000000
Pop,Maroon 5,1702.1613666666666667
Pop,Olivia Rodrigo,1587.4746000000000000
Pop,Maxi Larghi,1562.7135000000000000
Pop,Jason Mraz,1396.9488166666666667
Pop,James Blunt,1223.9986166666666667
Pop,Athenas,1000.5529166666666667
Pop,Pilar Pascual,999.4661166666666667
Pop,Floricienta,963.0624333333333333
Pop,Morat,920.5999000000000000
Pop,Demi Lovato,906.1161000000000000
Pop,Zoe Gotusso,859.2640166666666667
Pop,Keane,794.5933833333333333
Pop,Shawn Mendes,784.2973833333333333
Pop,Blur,775.6228500000000000
Pop,Coro Pascua Joven San Isidro,697.9954166666666667
Pop,High School Musical Cast,668.7143333333333333
Pop,Lukas Graham,620.9401333333333333
Pop,Troy,599.1383833333333333
Pop,Charlie Puth,576.8538333333333333
Pop,Chano,520.6422333333333333
Pop,The Verve,491.1673000000000000
Pop,Tai Verdes,443.5448666666666667
Pop,Zac Efron,401.6320333333333333
Pop,Oasis,383.5940833333333333
Pop,Emilia,375.9650833333333333
Pop,Bacilos,364.7811333333333333
Pop,Lady Gaga,359.9339166666666667
Pop,Ariana Grande,354.5754000000000000
Pop,Selena Gomez,343.3860500000000000
Pop,TWICE,338.0784666666666667
Pop,Justin Bieber,334.6261500000000000
Pop,OneRepublic,325.5400000000000000
Pop,Axel,323.5351833333333333
Pop,Miley Cyrus,320.6897166666666667
Pop,Oriana Sabatini,311.8110833333333333
Pop,Michael Jackson,307.4117500000000000
Pop,DNCE,296.8345333333333333
Pop,Niall Horan,294.0202666666666667
Pop,Elenco de Soy Luna,287.0913833333333333
Pop,Nick Jonas,280.1062666666666667
Pop,Coti,274.7992500000000000
Pop,Phil Collins,269.8098333333333333
Pop,Rex Orange County,258.9795500000000000
Pop,Conociendo Rusia,238.5545500000000000
Pop,Camila Cabello,237.6022333333333333
Pop,Still Woozy,216.1624833333333333
Pop,Whitney Houston,209.9091333333333333
Pop,Jesse & Joy,196.1327666666666667
Pop,Shakira,196.0169500000000000
Pop,ZAYN,188.0202500000000000
Pop,Natalia Lafourcade,180.6998166666666667
Pop,Manuel Medrano,180.1142500000000000
Pop,Pablo Cepeda,179.2096500000000000
Pop,Emma Watson,174.1983833333333333
Pop,Miranda!,172.3734166666666667
Pop,Little Mix,166.1747500000000000
Pop,Gauchito Club,165.0029000000000000
Pop,Vanessa Hudgens,158.0239333333333333
Pop,Ryan,155.4468833333333333
Pop,CNCO,153.6081000000000000
Pop,Billie Eilish,152.4273333333333333
Pop,Lewis Capaldi,143.8177666666666667
Pop,Duncan Laurence,134.8341833333333333
Pop,Alejandro Sanz,131.3783000000000000
Pop,The Griswolds,125.7570000000000000
Pop,Christina Perri,122.0575666666666667
Pop,Dove Cameron,120.9557000000000000
Pop,fun.,114.9812333333333333
Pop,Elton John,113.2051000000000000
Pop,Nico & Vinz,106.0424333333333333
Pop,Ross Lynch,103.1845666666666667
Pop,Silvestre y La Naranja,103.0190833333333333
Pop,Hailee Steinfeld,101.4038666666666667
Pop,Danna Paola,99.6433000000000000
Pop,Sharpay Evans,95.3373333333333333
Pop,The Royal Concept,93.9381166666666667
Pop,Cali Y El Dandee,90.3358500000000000
Pop,Vansire,90.0645166666666667
Pop,Nicki Nicole,90.0135666666666667
Pop,Céline Dion,88.3935166666666667
Pop,Harry Styles,83.8847000000000000
Pop,Rock Mafia,82.5035833333333333
Pop,Pedro Capó,80.7776500000000000
Pop,Katy Perry,79.8562833333333333
Pop,Louis Tomlinson,77.7525500000000000
Pop,San Cisco,75.4463333333333333
Pop,Meghan Trainor,73.6674166666666667
Pop,The Jungle Giants,72.8773666666666667
Pop,Angela Torres,72.4296000000000000
Pop,Rihanna,70.7835333333333333
Pop,Dua Lipa,69.3265000000000000
Pop,Carla Morrison,68.2092833333333333
Pop,Skylar Grey,67.9456333333333333
Pop,Bridgit Mendler,65.1501500000000000
Pop,Eric Carmen,64.6615333333333333
Pop,zzoilo,61.8774166666666667
Pop,Enrique Iglesias,61.7975166666666667
Pop,Cheat Codes,61.3475833333333333
Pop,Becky G,61.2768666666666667
Pop,Ricky Martin,59.8945666666666667
Pop,Madilyn Bailey,59.8163666666666667
Pop,Tom Grennan,59.4990833333333333
Pop,Jorge Blanco,59.0707666666666667
Pop,Cecilia Krull,58.4757000000000000
Pop,Smallpools,57.8224500000000000
Pop,Wet Wet Wet,57.1277333333333333
Pop,Naomi Scott,55.6762500000000000
Pop,Jack Stauber,55.3981333333333333
Pop,Grace VanderWaal,54.4521666666666667
Pop,NONONO,54.1482833333333333
Pop,Boy George,53.5181000000000000
Pop,Christopher Wilde,53.4214833333333333
Pop,BM,52.0621666666666667
Pop,Ronan Keating,51.7378500000000000
Pop,AURORA,50.1423000000000000
Pop,Graffiti6,49.1935666666666667
Pop,FMLYBND,48.5955666666666667
Pop,The Wanted,48.5167833333333333
Pop,boy pablo,48.2919833333333333
Pop,Suriel Hess,48.0023000000000000
Pop,Joe Jonas,46.7765333333333333
Pop,Sheena Easton,45.9892833333333333
Pop,Cigarettes After Sex,44.4285500000000000
Pop,Matt Simons,42.2819000000000000
Pop,Reik,42.1652166666666667
Pop,Trevor Daniel,41.6113833333333333
Pop,One Direction,41.4776666666666667
Pop,AGNES,41.3505166666666667
Pop,Camilo,39.9265333333333333
Pop,Peter Cetera,39.5758666666666667
Pop,Katelyn Tarver,38.5595333333333333
Pop,NATHY PELUSO,38.0703666666666667
Pop,Migrantes,36.9253833333333333
Pop,Cat Janice,36.9000000000000000
Pop,Arlissa,36.7718833333333333
Pop,James Arthur,36.5930000000000000
Pop,Mild High Club,35.4402666666666667
Pop,Speelburg,34.9716833333333333
Pop,Lorde,34.7800000000000000
Pop,Indios,34.7223166666666667
Pop,Tiffany Alvord,34.6531500000000000
Pop,Hannah Montana,33.4868166666666667
Pop,Gilbert O'Sullivan,33.0331666666666667
Pop,Carly Simon,32.7739500000000000
Pop,Daryl Hall & John Oates,32.5461000000000000
Pop,Daniel Powter,32.4464833333333333
Pop,Alexandra Stan,32.1512333333333333
Pop,Fontane,31.1626166666666667
Pop,George Michael,31.0308500000000000
Pop,PUBLIC,30.1907333333333333
Pop,Camila,29.1089333333333333
Pop,Violet Skies,28.2478500000000000
Pop,Noel Schajris,27.2588833333333333
Pop,Ricardo Montaner,27.2366500000000000
Pop,Maia Mitchell,27.1756833333333333
Pop,Lennon Stella,26.6807333333333333
Pop,Mandy Moore,26.2341666666666667
Pop,James Smith,25.4516333333333333
Pop,Jessie J,24.7617166666666667
Pop,Sofía Reyes,23.2624000000000000
Pop,Renee Sandstrom,22.8583333333333333
Pop,Angelica Vale,22.6021833333333333
Pop,The Script,22.4234000000000000
Pop,Supergrass,22.2253166666666667
Pop,Grace Davies,22.2021333333333333
Pop,Social House,22.1529166666666667
Pop,Royel Otis,21.7317333333333333
Pop,Mariah Carey,21.5688000000000000
Pop,Stephen Dawes,21.1754333333333333
Pop,Quinn XCII,21.1191500000000000
Pop,Justin Timberlake,21.0849166666666667
Pop,Simply Red,20.4686833333333333
Pop,Tove Lo,19.9717166666666667
Pop,James Morrison,19.6084833333333333
Pop,Barbra Streisand,19.5582000000000000
Pop,Bailey Jehl,19.4678166666666667
Pop,Anitta,19.1061833333333333
Pop,ROSALÍA,18.8452333333333333
Pop,Bandana,18.2866000000000000
Pop,La Oreja de Van Gogh,17.8073500000000000
Pop,beabadoobee,17.4723666666666667
Pop,Carly Rae Jepsen,17.2691000000000000
Pop,GAYLE,17.0766333333333333
Pop,Noah Cyrus,16.9436666666666667
Pop,B.J. Thomas,16.3761333333333333
Pop,Lali,16.3332833333333333
Pop,Andy Grammer,15.9899666666666667
Pop,Christina Aguilera,15.6465500000000000
Pop,Cyndi Lauper,15.6177166666666667
Pop,MKTO,15.5905500000000000
Pop,Donny Osmond,15.5376500000000000
Pop,girl in red,15.0098500000000000
Pop,Bad Sounds,14.7384833333333333
Pop,Aitana,14.6504166666666667
Pop,Cheryl B. Engelhardt,14.3385000000000000
Pop,Dido,14.2565166666666667
Pop,Claudio Capéo,14.1501500000000000
