genre_group,artistname,total_minutes_played
Pop,Las Ketchup,14.0355000000000000
Pop,Ritt Momney,14.0308666666666667
Pop,Superorganism,13.9600833333333333
Pop,Olly Alexander (Years & Years),13.9008833333333333
Pop,Cassia,13.8663833333333333
Pop,BC Unidos,13.6048166666666667
Pop,Loud Luxury,13.4901666666666667
Pop,Cher,13.4597166666666667
Pop,Lao Ra,13.3947166666666667
Pop,Robbie Williams,13.3646500000000000
Pop,China Anne McClain,13.3228000000000000
Pop,Gwen Stefani,13.2602666666666667
Pop,Jeremy Zucker,12.9479500000000000
Pop,Roxette,12.9267000000000000
Pop,Toploader,12.7939666666666667
Pop,Wham!,12.7395166666666667
Pop,Gino Vannelli,12.3157666666666667
Pop,Isabela Souza,12.1208500000000000
Pop,Little Jesus,11.9563166666666667
Pop,Fifth Harmony,11.6467666666666667
Pop,Rick Astley,11.5744666666666667
Pop,ABBA,11.5387333333333333
Pop,Emmanuel Horvilleur,11.4010500000000000
Pop,Matt and Kim,11.0984333333333333
Pop,U.S.A. For Africa,11.0314666666666667
Pop,Julie and the Phantoms Cast,10.9101500000000000
Pop,Grace Phipps,10.6719333333333333
Pop,Carpenters,10.4054166666666667
Pop,Eva Simons,10.3032833333333333
Pop,Alessia Cara,9.7884666666666667
Pop,Elenco de BIA,9.7236333333333333
Pop,No/Me,9.2241500000000000
Pop,Baby Queen,9.1489333333333333
Pop,Evaluna Montaner,9.1137666666666667
Pop,Thalia,9.0340000000000000
Pop,Dominic Cooper,8.9815500000000000
Pop,Chris de Burgh,8.5391000000000000
Pop,Michael Bolton,8.5006500000000000
Pop,L'Impératrice,8.3997166666666667
Pop,Mandy Gonzalez,8.0724000000000000
Pop,JVKE,8.0592833333333333
Pop,Kesha,8.0468500000000000
Pop,Avril Lavigne,7.8967000000000000
Pop,Liam Gallagher,7.8505000000000000
Pop,Esteman,7.8191000000000000
Pop,SIX,7.7011333333333333
Pop,KT Tunstall,7.6756333333333333
Pop,Luciano Pereyra,7.5803666666666667
Pop,Melendi,7.4980000000000000
Pop,Her's,7.3773000000000000
Pop,Gabe Lopez,7.3666666666666667
Pop,Alessi Brothers,7.3457666666666667
Pop,Doja Cat,7.1484833333333333
Pop,Tove Styrke,7.1372666666666667
Pop,MØ,7.1140333333333333
Pop,AJR,7.0328000000000000
Pop,Olivia Wald,7.0208833333333333
Pop,Skank,6.9682000000000000
Pop,Zara Larsson,6.8768000000000000
Pop,Sofia Carson,6.7836333333333333
Pop,Vazquez Sounds,6.7731000000000000
Pop,Pablo Ruiz,6.7724166666666667
Pop,Pia Mia,6.5851000000000000
Pop,Nessa Barrett,6.5063666666666667
Pop,Reneé Dominique,6.3166666666666667
Pop,Freya Ridings,6.1706166666666667
Pop,Yuridia,6.1679000000000000
Pop,Bunga,6.1081000000000000
Pop,Zach Hood,6.1000000000000000
Pop,Connie Isla,5.9718333333333333
Pop,Miranda,5.9659666666666667
Pop,Mercedes Lambre,5.9261833333333333
Pop,BLACKPINK,5.8781666666666667
Pop,Dan Stevens,5.4532000000000000
Pop,Ivana Spagna,5.4195666666666667
Pop,Claire Rosinkranz,5.3181833333333333
Pop,Axel Fiks,5.1802666666666667
Pop,Ten Sharp,5.0905166666666667
Pop,Río Roma,5.0029166666666667
Pop,Adrian Gurvitz,4.9008833333333333
Pop,Annie Lennox,4.8973000000000000
Pop,La Joaqui,4.8747500000000000
Pop,Engelbert Humperdinck,4.7884166666666667
Pop,Doctor Sleep,4.7185666666666667
Pop,Indila,4.6716166666666667
Pop,Anna Margaret,4.5573000000000000
Pop,Dvicio,4.5070666666666667
Pop,Adam Levine,4.4816000000000000
Pop,Natasha Bedingfield,4.4667000000000000
Pop,Paul Young,4.4500000000000000
Pop,Natalie Imbruglia,4.4475833333333333
Pop,Bebe,4.4384833333333333
Pop,Captain & Tennille,4.2973166666666667
Pop,Backstreet Boys,4.2468500000000000
Pop,Casper Caan,4.2368666666666667
Pop,Liam Payne,4.2359833333333333
Pop,Lobo,4.1934666666666667
Pop,Xuxa,4.1740000000000000
Pop,Jim Diamond,4.1393333333333333
Pop,Lilly Goodman,4.0468000000000000
Pop,d4vd,4.0414000000000000
Pop,Olly Murs,4.0134666666666667
Pop,Katrina & The Waves,3.9788833333333333
Pop,No Vacation,3.9463833333333333
Pop,Pretty O.P.,3.9391166666666667
Pop,Meaghan Martin,3.9056833333333333
Pop,Sara Bareilles,3.9000666666666667
Pop,Arlie,3.8960000000000000
Pop,Jennifer Lopez,3.8592500000000000
Pop,Emma Stone,3.8325000000000000
Pop,Rebounder,3.8153833333333333
Pop,Lou Bega,3.8085166666666667
Pop,Fall Out Boy,3.8057666666666667
Pop,Jess Glynne,3.7890500000000000
Pop,Kim Carnes,3.7709333333333333
Pop,Alphaville,3.7666666666666667
Pop,Madonna,3.7197000000000000
Pop,CantoParaBailar,3.7153000000000000
Pop,Nil Moliner,3.7120333333333333
Pop,Prides,3.6957166666666667
Pop,The Moving Stills,3.6927000000000000
Pop,Sabrina Carpenter,3.6661333333333333
Pop,Tones And I,3.6592333333333333
Pop,The Mountains,3.6560333333333333
Pop,Lea Michele,3.5957666666666667
Pop,Richard Marx,3.5804333333333333
Pop,TV Girl,3.5653333333333333
Pop,Beth,3.5595833333333333
Pop,j mena,3.5589000000000000
Pop,Ruel,3.5584333333333333
Pop,Hello Seahorse!,3.5518000000000000
Pop,John Travolta,3.5400500000000000
Pop,Fountains Of Wayne,3.5091666666666667
Pop,Noel Gallagher's High Flying Birds,3.4913500000000000
Pop,Sixpence None The Richer,3.4780000000000000
Pop,Pablo Alborán,3.4682666666666667
Pop,Cavetown,3.4376500000000000
Pop,Greeicy,3.4289333333333333
Pop,Ashley Kutcher,3.4000000000000000
Pop,Vincent,3.3650666666666667
Pop,Maisie Peters,3.3615666666666667
Pop,Estopa,3.3348166666666667
Pop,FINNEAS,3.3248000000000000
Pop,CHVRCHES,3.3242500000000000
Pop,Lily Allen,3.2815500000000000
Pop,Jon Secada,3.2806166666666667
Pop,Tahiti 80,3.2604333333333333
Pop,Lauv,3.2371333333333333
Pop,Lizzy McAlpine,3.2300000000000000
Pop,Alec Benjamin,3.2265333333333333
Pop,Andrés Cepeda,3.2164333333333333
Pop,Remi Wolf,3.1989333333333333
Pop,benny blanco,3.1915833333333333
Pop,Fools Garden,3.1837666666666667
Pop,Rosie Darling,3.1711000000000000
Pop,Clairo,3.1397666666666667
Pop,JoJo,3.1240000000000000
Pop,Conan Gray,3.0962166666666667
Pop,Aaron Taos,3.0794666666666667
Pop,Jung Kook,3.0733333333333333
Pop,Jax,3.0571333333333333
Pop,Goth Babe,3.0476166666666667
Pop,Sentidos Opuestos,3.0257666666666667
Pop,Breakup Shoes,2.9217333333333333
Pop,Malena Villa,2.8868333333333333
Pop,Youth Lagoon,2.8226500000000000
Pop,Sarah Close,2.7886666666666667
Pop,Nicky Youre,2.7272666666666667
Pop,The La's,2.7031000000000000
Pop,Rosa Linn,2.6824166666666667
Pop,The Ronettes,2.6817666666666667
Pop,Djo,2.6540833333333333
Pop,Selena Gomez & The Scene,2.5834000000000000
Pop,5 Seconds of Summer,2.5479500000000000
Pop,Anne-Marie,2.5413833333333333
Pop,Britney Spears,2.4120500000000000
Pop,Lodovica Comello,2.4106500000000000
Pop,Cassy London,2.3680166666666667
Pop,La Quinta Estacion,2.3225833333333333
Pop,Janice,2.3215666666666667
Pop,Mickey Darling,2.3093666666666667
Pop,Heike Makatsch,2.2971166666666667
Pop,Roar,2.2615500000000000
Pop,BoyWithUke,2.2559166666666667
Pop,Alvaro Soler,2.2138333333333333
Pop,Lizzo,2.1718833333333333
Pop,Tatiana,2.1713333333333333
Pop,Round2Crew,2.1551166666666667
Pop,Cody Fry,2.1355166666666667
Pop,Cetu Javu,2.0938166666666667
Pop,PIKOTARO,2.0864666666666667
Pop,Julio Peña,2.0742666666666667
Pop,Braga Boys,2.0300000000000000
Pop,Acid Ghost,2.0252833333333333
Pop,Madge,2.0238000000000000
Pop,Alfie Templeman,1.9883333333333333
Pop,SMASH Cast,1.9485000000000000
Pop,vaultboy,1.9233500000000000
Pop,Jordan Francis,1.9150666666666667
Pop,Miami Sound Machine,1.6838833333333333
Pop,Noelia,1.6356666666666667
Pop,Leo Rizzi,1.6007500000000000
Pop,Ha*Ash,1.5935333333333333
Pop,Lisa,1.5879666666666667
Pop,Dennis Lloyd,1.5673500000000000
Pop,Jonas Brothers,1.5303833333333333
Pop,La Nueva Banda Timbiriche,1.4757000000000000
Pop,Rachel Platten,1.4559000000000000
Pop,Ana Torroja,1.4521166666666667
Pop,Alex Ubago,1.3767000000000000
Pop,Cazzu,1.3692000000000000
Pop,The Vamps,1.3002000000000000
Pop,Anna Kendrick,1.2824333333333333
Pop,4*TOWN (From Disney and Pixar’s Turning Red),1.2642000000000000
Pop,Tate McRae,1.2090666666666667
Pop,*NSYNC,1.2060000000000000
Pop,Fedez,1.1876000000000000
Pop,Everyone You Know,1.01216666666666666667
Pop,KAWALA,1.00535000000000000000
Pop,Popp Hunna,0.98983333333333333333
Pop,Paulina Rubio,0.96798333333333333333
Pop,Ventino,0.93801666666666666667
Pop,Manuel Wirzt,0.91981666666666666667
Pop,t.A.T.u.,0.84893333333333333333
Pop,Mocedades,0.83320000000000000000
Pop,Nelly Furtado,0.81410000000000000000
Pop,Kim Petras,0.77331666666666666667
Pop,Britt Nicole,0.73065000000000000000
Pop,Jeremías,0.70695000000000000000
Pop,fenekot,0.69298333333333333333
Pop,Leslie Grace,0.69156666666666666667
Pop,Pablo Martinez,0.68173333333333333333
Pop,Münchener Freiheit,0.66883333333333333333
Pop,Matt Cornett,0.65050000000000000000
Pop,Kany García,0.62468333333333333333
Pop,Cast,0.59580000000000000000
Pop,Alice Merton,0.55100000000000000000
Pop,JENCARLOS,0.51043333333333333333
Pop,P!nk,0.49346666666666666667
Pop,Gabriella Di Grecco,0.44801666666666666667
Pop,Halsey,0.44563333333333333333
Pop,Willy William,0.43651666666666666667
Pop,Aaryn Doyle,0.43340000000000000000
Pop,Marta Sánchez,0.41200000000000000000
Pop,Alex Newell,0.40933333333333333333
Pop,Los Secretos,0.40238333333333333333
Pop,Griss Romero,0.39266666666666666667
Pop,Manuel Carrasco,0.38460000000000000000
Pop,Lewis Del Mar,0.37900000000000000000
Pop,Julie Walters,0.37731666666666666667
Pop,Tito Silva Music,0.37001666666666666667
Pop,Emma Thompson,0.36928333333333333333
Pop,Simple Plan,0.35865000000000000000
Pop,Reyli Barba,0.33796666666666666667
Pop,Dani Garcia,0.32083333333333333333
Pop,Ruthie,0.28333333333333333333
Pop,Mariah Angeliq,0.26760000000000000000
Pop,April Towers,0.26386666666666666667
Pop,Ace of Base,0.25370000000000000000
Pop,Ana Mena,0.25166666666666666667
Pop,Daði Freyr,0.24070000000000000000
Pop,Rob Thomas,0.23623333333333333333
Pop,Irene Cara,0.23608333333333333333
Pop,Parchis,0.23216666666666666667
Pop,Los Campesinos!,0.20576666666666666667
Pop,Eros Ramazzotti,0.20310000000000000000
Pop,Jandino,0.19280000000000000000
Pop,Lykke Li,0.18920000000000000000
Pop,Silk City,0.18110000000000000000
Pop,Anthem Lights,0.17405000000000000000
Pop,Cast - Liv and Maddie,0.17033333333333333333
Pop,RBD,0.16215000000000000000
Pop,Fey,0.16116666666666666667
Pop,Al Calderon,0.15201666666666666667
Pop,Abraham Mateo,0.15091666666666666667
Pop,Maite Perroni,0.14846666666666666667
Pop,BTS,0.14711666666666666667
Pop,Cash Cash,0.14240000000000000000
Pop,Vai Mahina,0.13815000000000000000
Pop,Joshua Bassett,0.12766666666666666667
Pop,Allie X,0.11626666666666666667
Pop,Take That,0.11600000000000000000
Pop,Azucar Moreno,0.11383333333333333333
Pop,Bluebiird,0.11128333333333333333
Pop,Ashley Tisdale,0.10998333333333333333
Pop,St. Lucia,0.10356666666666666667
Pop,Austin Mahone,0.10255000000000000000
Pop,Nek,0.09600000000000000000
Pop,Dessu,0.09576666666666666667
Pop,Shana Falana,0.09563333333333333333
Pop,Sarah McLachlan,0.09155000000000000000
Pop,Hamzaa,0.08566666666666666667
Pop,Olivia Newton-John,0.07893333333333333333
Pop,Olvidate!,0.07893333333333333333
Pop,Natalia Jiménez,0.07868333333333333333
Pop,creamy,0.07785000000000000000
Pop,Go Radio,0.07333333333333333333
Pop,Juliana Gattas,0.07000000000000000000
Pop,Pooh,0.06771666666666666667
Pop,Alejandra Guzman,0.06550000000000000000
Pop,Gloria Trevi,0.06050000000000000000
Pop,Jump5,0.06021666666666666667
Pop,Emily Blunt,0.05241666666666666667
Pop,The Pussycat Dolls,0.04836666666666666667
Pop,Brown Eyed Girls,0.04571666666666666667
Pop,Homebody,0.03876666666666666667
Pop,McFly,0.03618333333333333333
Pop,Nicole,0.03560000000000000000
Pop,Julia Michaels,0.03546666666666666667
Pop,Cast of Mamma Mia! The Movie,0.03250000000000000000
Pop,The Marías,0.03113333333333333333
Pop,Sofia Wylie,0.02971666666666666667
Pop,Catey Shaw,0.02825000000000000000
Pop,Yoke Lore,0.02746666666666666667
Pop,Ceci Bastida,0.02706666666666666667
Pop,Karina,0.02495000000000000000
Pop,La Casa Azul,0.02311666666666666667
Pop,Javiera Mena,0.02166666666666666667
Pop,Maker,0.02096666666666666667
Pop,Pulp,0.01740000000000000000
Pop,Benson Boone,0.01671666666666666667
Pop,Lily James,0.01563333333333333333
Pop,Beverly,0.01421666666666666667
Pop,Debby Ryan,0.01160000000000000000
Pop,Mora Navarro,0.01160000000000000000
Pop,Jordan Fisher,0.00995000000000000000
Pop,Mario Bautista,0.00991666666666666667
Pop,Sinsinati,0.00620000000000000000
Pop,Cupido,0.00416666666666666667
Pop,Nathalie Hazim,0.00196666666666666667
Pop,Rock Bones,0.000000000000000000000000
Pop,Static & Ben El,0.000000000000000000000000
Pop,Café Quijano,0.000000000000000000000000
Pop,Dagny,0.000000000000000000000000
Punk,Margarita,222.4284333333333333
Punk,The Smiths,113.3683166666666667
Punk,Ramones,58.9645000000000000
Punk,The Cure,46.6455833333333333
Punk,Bilk,41.0370000000000000
Punk,Nick Cave & The Bad Seeds,30.9877500000000000
Punk,The Clash,28.8589666666666667
Punk,CUERO,26.8899833333333333
Punk,Faul,6.6000000000000000
Punk,Iggy Pop,5.6945666666666667
Punk,Savages,5.0522166666666667
Punk,Sumo,4.4985500000000000
Punk,Gene Loves Jezebel,3.8900000000000000
Punk,Matt Johnson,3.8417000000000000
Punk,Interpol,3.5594333333333333
Punk,Joy Division,3.4839833333333333
Punk,Alcoholic Skunk,3.3975833333333333
Punk,Stiff Little Fingers,2.5993333333333333
Punk,Rancid,2.4055500000000000
Punk,Dropkick Murphys,0.69038333333333333333
Punk,The Bolshoi,0.26333333333333333333
Punk,Mayonesa,0.06500000000000000000
Punk,Voz Propia,0.06191666666666666667
Punk,Jakobínarína,0.03933333333333333333
Punk,Virgin Suicide,0.01990000000000000000
Rock,Red Hot Chili Peppers,5969.8016000000000000
Rock,Tan Bionica,5695.3759666666666667
Rock,Las Pastillas del Abuelo,4648.5095666666666667
Rock,Coldplay,3314.4230666666666667
Rock,Andrés Calamaro,3254.0305833333333333
Rock,Intoxicados,2859.3525833333333333
Rock,El Kuelgue,2593.5628833333333333
Rock,Arctic Monkeys,2321.6190833333333333
Rock,Maná,2284.5667500000000000
Rock,Queen,1807.2445833333333333
Rock,Soda Stereo,1483.1106166666666667
Rock,The Strokes,1455.9574333333333333
Rock,Ciro y los Persas,1417.5022666666666667
Rock,The Police,1329.8941500000000000
Rock,The Beatles,1243.2892333333333333
Rock,No Te Va Gustar,1108.0006500000000000
Rock,Viejas Locas,1030.1166666666666667
Rock,Callejeros,942.0022500000000000
Rock,Los Auténticos Decadentes,937.6630333333333333
Rock,Mancha De Rolando,928.2712666666666667
Rock,Los Abuelos De La Nada,919.3649166666666667
Rock,Sting,886.4930666666666667
Rock,Los Piojos,812.2700666666666667
Rock,The Backseat Lovers,789.3026500000000000
Rock,Árbol,784.4539500000000000
Rock,Patricio Rey y sus Redonditos de Ricota,742.3859333333333333
Rock,Los Caballeros De La Quema,656.4445500000000000
Rock,Turf,642.7661833333333333
Rock,La Renga,626.4821166666666667
Rock,Los Rodriguez,614.6653500000000000
Rock,Bersuit Vergarabat,603.9551833333333333
Rock,Estelares,565.8507666666666667
Rock,Catupecu Machu,550.9628666666666667
Rock,Cruzando El Charco,546.0863666666666667
Rock,La Beriso,544.6955333333333333
Rock,Train,538.1945333333333333
Rock,Usted Señalemelo,496.9229333333333333
Rock,Divididos,459.2785333333333333
Rock,Los Enanitos Verdes,456.1590166666666667
Rock,Catfish and the Bottlemen,448.5436333333333333
Rock,Fito Paez,441.9232833333333333
Rock,El Cuarteto De Nos,434.9502500000000000
Rock,Radiohead,401.3708500000000000
Rock,Guasones,401.2166666666666667
Rock,The Reytons,353.5954000000000000
Rock,Los Tipitos,350.9039500000000000
Rock,Vicentico,347.6691833333333333
Rock,Airbag,336.8442166666666667
Rock,Rod Stewart,322.4477500000000000
Rock,Babasonicos,308.4315166666666667
Rock,Corella,284.3425666666666667
Rock,Christopher Cross,264.5349000000000000
Rock,La Franela,264.2714333333333333
Rock,Ratones Paranoicos,245.5678500000000000
Rock,John Lennon,235.3939500000000000
Rock,Sam Fender,232.4830333333333333
Rock,TOTO,231.0934500000000000
Rock,Gustavo Cerati,228.8826166666666667
Rock,Attaque 77,223.3032833333333333
Rock,Tame Impala,207.7350666666666667
Rock,Charly García,205.8626000000000000
Rock,AC/DC,202.8945166666666667
Rock,Serú Girán,192.0650666666666667
Rock,Billy Joel,181.9225833333333333
Rock,Cage The Elephant,174.5506500000000000
Rock,Jet,152.3128166666666667
Rock,Guns N' Roses,150.2875000000000000
Rock,John Mayer,147.5019333333333333
Rock,Kevin Johansen,146.5602666666666667
Rock,Nirvana,143.5312500000000000
Rock,Chicago,137.9361333333333333
Rock,U2,134.6920166666666667
Rock,Blues Motel,134.6290666666666667
Rock,Stephen Bishop,133.8261833333333333
Rock,Weezer,128.1755833333333333
Rock,Vilma Palma e Vampiros,128.0301833333333333
Rock,Luis Alberto Spinetta,126.2583666666666667
Rock,Green Day,126.1668500000000000
Rock,Sui Generis,121.1131833333333333
Rock,All Tvvins,114.2413666666666667
Rock,Nothing But Thieves,107.7748166666666667
Rock,Eagles,106.5310000000000000
Rock,Dire Straits,105.0185166666666667
Rock,Bread,102.1108333333333333
Rock,En Espíritu Y En Verdad,98.9432000000000000
Rock,Fabiana Cantilo,94.4034000000000000
Rock,Circa Waves,93.3549333333333333
Rock,The Royston Club,91.9589000000000000
Rock,The Fratellis,85.3336500000000000
Rock,Declan McKenna,84.4350166666666667
Rock,Led Zeppelin,79.7498166666666667
Rock,Aerosmith,71.5823666666666667
Rock,Babasónicos,68.4485833333333333
Rock,junodream,64.5343500000000000
Rock,Paul McCartney,64.5213000000000000
Rock,Nara,62.0053833333333333
Rock,The Skinner Brothers,61.2363833333333333
Rock,Styx,59.8535333333333333
Rock,Bandalos Chinos,59.7295833333333333
Rock,SUN SILVA,58.5846500000000000
Rock,Electric Light Orchestra,57.2277333333333333
Rock,The Animals,53.2885666666666667
Rock,Aliados,50.6979666666666667
Rock,4 Non Blondes,50.6063000000000000
Rock,Bryan Ferry,50.1996333333333333
Rock,Big One,50.1841666666666667
Rock,Bunbury,49.8834666666666667
Rock,No Doubt,47.6708000000000000
Rock,KALEO,47.4272000000000000
Rock,Smash Mouth,46.7301833333333333
Rock,The Rolling Stones,45.6755666666666667
Rock,Wunderhorse,45.2392666666666667
Rock,M3,44.5190833333333333
Rock,Creedence Clearwater Revival,43.5255000000000000
Rock,Franz Ferdinand,43.4547666666666667
Rock,Death From Above 1979,43.0711166666666667
Rock,Bon Jovi,41.5412666666666667
Rock,El Plan De La Mariposa,40.2765000000000000
Rock,The Black Keys,38.7406666666666667
Rock,America,37.8676666666666667
Rock,Jarabe De Palo,37.6365333333333333
Rock,Pearl Jam,37.1638500000000000
Rock,Foreigner,37.1471500000000000
Rock,Bryan Adams,35.7632000000000000
Rock,Kansas,34.8875166666666667
Rock,Seguridad Social,33.5597833333333333
Rock,Jackson Browne,33.5584666666666667
Rock,Cattle & Cane,33.3071000000000000
Rock,Pink Floyd,33.2933166666666667
Rock,Inhaler,33.0660833333333333
Rock,Genesis,32.5049666666666667
Rock,Deep Purple,31.7911666666666667
Rock,The Cranberries,31.2980000000000000
Rock,The Blue Stones,29.3597500000000000
Rock,Journey,28.5862333333333333
Rock,Måneskin,27.7060333333333333
Rock,Joseph Williams,25.8806166666666667
Rock,Kings of Leon,25.3543666666666667
Rock,Soundgarden,24.5942500000000000
Rock,The Honeydrippers,24.5173333333333333
Rock,Juan Carlos Baglietto,23.1688666666666667
Rock,Ella Es Tan Cargosa,23.1624000000000000
Rock,The Doors,23.0512833333333333
Rock,R.E.M.,22.9748666666666667
Rock,Yes,22.8049833333333333
Rock,Banzai FC,22.2196500000000000
Rock,Boston,21.8827666666666667
Rock,The Snuts,21.7976000000000000
Rock,Omega,21.7812333333333333
Rock,León Gieco,21.6151000000000000
Rock,Neil Diamond,21.5351833333333333
Rock,Player,21.3055833333333333
Rock,Kodaline,20.6021333333333333
Rock,Air Supply,20.1146500000000000
Rock,Rescate,19.9587166666666667
Rock,George Harrison,19.6986500000000000
Rock,Royal Blood,19.4977833333333333
Rock,Santana,19.2618333333333333
Rock,Jaime Urrutia,18.9010833333333333
Rock,Husky Loops,17.8009000000000000
Rock,Arrecife,17.4562000000000000
Rock,Briston Maroney,17.3705666666666667
Rock,Kristen Bell,16.9279500000000000
Rock,Gary Clark Jr.,16.9161166666666667
Rock,Foo Fighters,16.6292166666666667
Rock,Fleetwood Mac,16.5124166666666667
Rock,Siddhartha,16.1096333333333333
Rock,La Portuaria,16.0739666666666667
Rock,Pescado Rabioso,15.7998000000000000
Rock,Colony House,14.8628500000000000
Rock,The Beach Boys,14.6648500000000000
Rock,Spinetta Y Los Socios Del Desierto,14.4780500000000000
Rock,Loquillo,14.1768666666666667
Rock,Las Pelotas,14.1590000000000000
Rock,Stone Temple Pilots,13.8533500000000000
Rock,The Happy Fits,13.7281833333333333
Rock,Semisonic,13.2657666666666667
Rock,Pacific Avenue,13.1330333333333333
Rock,Jemaine Clement,12.9652666666666667
Rock,Little River Band,12.8291833333333333
Rock,Odisseo,12.5356833333333333
Rock,El Bordo,12.0492166666666667
Rock,Banana,11.9690333333333333
Rock,Blue Swede,11.7564666666666667
Rock,10cc,11.6949166666666667
Rock,Counting Crows,11.6851500000000000
Rock,Supertramp,11.6711333333333333
Rock,Elvis Presley,11.6400500000000000
Rock,The Monkees,11.2537166666666667
Rock,REO Speedwagon,10.9950500000000000
Rock,The Proclaimers,10.9733000000000000
Rock,The Outfield,10.9125666666666667
Rock,Muse,10.7931666666666667
Rock,David Bowie,10.7693333333333333
Rock,The Alan Parsons Project,10.3266666666666667
Rock,The Smashing Pumpkins,10.1953500000000000
Rock,Vundabar,10.1062166666666667
Rock,Modest Mouse,9.9900333333333333
Rock,KISS,9.8368666666666667
Rock,The Goo Goo Dolls,9.8113666666666667
Rock,Don Henley,9.7973333333333333
Rock,Lynyrd Skynyrd,9.4157833333333333
Rock,Bruce Springsteen,9.3689666666666667
Rock,Gustavo Cordera,9.2833000000000000
Rock,Van Morrison,9.1651833333333333
Rock,The Vaccines,9.0796333333333333
Rock,La 25,9.0757500000000000
Rock,The Libertines,8.7572666666666667
Rock,Gary Moore,8.6388333333333333
Rock,Juana La Loca,8.5087500000000000
Rock,Los Bunkers,8.4792666666666667
Rock,Alice In Chains,8.3973833333333333
Rock,Almendra,8.3743666666666667
Rock,Ivan Noble,8.3037000000000000
Rock,Noise Project,8.1977666666666667
Rock,blink-182,8.1323000000000000
Rock,Des Rocs,8.1161666666666667
Rock,NAFTA,8.0566166666666667
Rock,Extreme,8.0346500000000000
Rock,Pretenders,8.0253333333333333
Rock,Invisible,8.0198666666666667
Rock,The Walters,8.0112833333333333
Rock,GIT,7.9762666666666667
Rock,3 Doors Down,7.7545333333333333
Rock,Pixies,7.6627666666666667
Rock,The Doobie Brothers,7.6477666666666667
Rock,La Gusana Ciega,7.6233333333333333
Rock,Jack White,7.6224333333333333
Rock,Rachel House,7.5953166666666667
Rock,Barenaked Ladies,7.5820000000000000
Rock,José Madero,7.5339833333333333
Rock,Pappo's Blues,7.4462166666666667
Rock,Seals and Crofts,7.3413333333333333
Rock,Ben Harper And The Innocent Criminals,7.0426666666666667
Rock,Aries,6.9502333333333333
Rock,Ringo Starr,6.8948666666666667
Rock,Alice Cooper,6.8168666666666667
Rock,The Who,6.7625166666666667
Rock,Comisario Pantera,6.5999333333333333
Rock,Rick Springfield,6.4706666666666667
Rock,Matt Maeson,6.3338666666666667
Rock,León Larregui,6.2460000000000000
Rock,Danny Romero,6.0965333333333333
Rock,Vanthra,6.0547500000000000
Rock,El Mató a un Policía Motorizado,5.9731000000000000
Rock,The Turtles,5.8763333333333333
Rock,David Lebón,5.8751666666666667
Rock,Rage Against The Machine,5.7866166666666667
Rock,Mad Season,5.7484333333333333
Rock,Carolina Liar,5.6597666666666667
Rock,England Dan & John Ford Coley,5.6150333333333333
Rock,David Otero,5.6101833333333333
Rock,Charlie Brown Jr.,5.5611000000000000
Rock,Indio Solari,5.5156500000000000
Rock,Free,5.5107166666666667
Rock,Live,5.4266666666666667
Rock,My Chemical Romance,5.3281333333333333
Rock,División Minúscula,5.2322000000000000
Rock,THE ANXIETY,5.1749833333333333
Rock,Scorpions,5.1621833333333333
Rock,Miles Kane,5.1547333333333333
Rock,Vacations,5.1472166666666667
Rock,Wolfmother,5.0964666666666667
Rock,The Zooeys,5.0566666666666667
Rock,Candlebox,4.9955500000000000
Rock,The Knack,4.9396500000000000
Rock,Opus,4.9054333333333333
Rock,Starship,4.8526500000000000
Rock,Queens of the Stone Age,4.8415500000000000
Rock,Alannah Myles,4.7903000000000000
Rock,Ambrosia,4.7233333333333333
Rock,Sarah and the Sundays,4.6984000000000000
Rock,Zoé,4.6946833333333333
Rock,Rolling,4.6814000000000000
Rock,Kid Rock,4.6356166666666667
Rock,Europe,4.5355500000000000
Rock,Capital Inicial,4.4655500000000000
Rock,Def Leppard,4.4587333333333333
Rock,Pedro Aznar,4.4196000000000000
Rock,Heart,4.3655500000000000
Rock,The Rasmus,4.2986666666666667
Rock,Os Paralamas Do Sucesso,4.2786666666666667
Rock,White Lies,4.2762166666666667
Rock,Bush,4.2722166666666667
Rock,Crowded House,4.2705500000000000
Rock,Tom Petty,4.2663000000000000
Rock,Detonautas Roque Clube,4.2420000000000000
Rock,Todos los Martes,4.1989500000000000
Rock,Cream,4.1666666666666667
Rock,Young the Giant,4.1586666666666667
Rock,Viola Beach,4.1573666666666667
Rock,Temple Of The Dog,4.1044333333333333
Rock,Dananananaykroyd,4.0560000000000000
Rock,Eagle-Eye Cherry,4.0455500000000000
Rock,Wheatus,4.0277666666666667
Rock,The Itchyworms,4.0222166666666667
Rock,La Ley,4.0212166666666667
Rock,Stone Sour,4.0066666666666667
Rock,Evan Craft,3.9855500000000000
Rock,The National,3.9457833333333333
Rock,Slightest Clue,3.9452000000000000
Rock,The K's,3.9083333333333333
Rock,Audio Adrenaline,3.8229666666666667
Rock,Black Rebel Motorcycle Club,3.7793333333333333
Rock,Asia,3.7717833333333333
Rock,ALO,3.7596833333333333
Rock,Wings,3.7511000000000000
Rock,Mother Love Bone,3.7254833333333333
Rock,New West,3.6668333333333333
Rock,Gary Glitter,3.6390166666666667
Rock,The Night Café,3.6284666666666667
Rock,Blind Melon,3.6184333333333333
Rock,Moris,3.5681166666666667
Rock,Meat Puppets,3.5644333333333333
Rock,Heroicos sobrevivientes,3.5609333333333333
Rock,Steaming Satellites,3.5488833333333333
